,recipient,date,quantity,sales
2581,14382,2015-12-01,41177.0,4941.0
2582,14382,2016-05-01,41450.0,4974.0
2583,14382,2016-11-01,41314.0,4958.0
2584,14382,2017-04-01,41587.0,4990.0
2585,14382,2017-08-01,41450.0,4974.0
2586,14382,2017-12-01,41587.0,4990.0
2587,14382,2018-08-01,41382.0,4966.0
2588,14382,2018-12-01,41314.0,4958.0
2589,14382,2019-04-01,41382.0,4966.0
2590,14382,2019-08-01,41245.0,4949.0
2591,14384,2015-06-01,792.0,101.0
2592,14384,2015-09-01,1650.0,211.0
2593,14384,2016-11-01,1650.0,211.0
2594,14384,2017-04-01,1650.0,211.0
2595,14384,2018-01-01,1650.0,211.0
2596,14384,2018-04-01,1650.0,211.0
2597,14384,2018-07-01,1650.0,211.0
2598,14384,2018-09-01,1650.0,211.0
2599,14384,2019-03-01,1650.0,211.0
2600,14384,2019-08-01,1650.0,211.0
2601,14386,2017-09-01,1802.0,231.0
2602,14393,2018-02-01,11218.0,1436.0
2603,14394,2015-03-01,858.0,270.0
2604,14395,2015-05-01,9486.0,1214.0
2605,14395,2015-10-01,2640.0,338.0
2606,14395,2016-04-01,4896.0,627.0
2607,14395,2016-06-01,2640.0,338.0
2608,14395,2016-10-01,8865.0,1135.0
2609,14395,2017-01-01,1650.0,211.0
2610,14395,2017-04-01,1980.0,253.0
2611,14395,2017-05-01,1683.0,215.0
2612,14395,2017-09-01,4590.0,588.0
2613,14395,2018-02-01,6768.0,866.0
2614,14395,2018-05-01,1980.0,253.0
2615,14395,2018-07-01,4590.0,588.0
2616,14395,2018-12-01,4590.0,551.0
2617,14395,2019-01-01,6570.0,788.0
2618,14395,2019-02-01,1980.0,238.0
2619,14395,2019-03-01,1980.0,238.0
2620,14395,2019-06-01,4590.0,588.0
2621,14395,2019-09-01,6570.0,788.0
2622,14396,2015-07-01,3811.0,732.0
2623,14396,2018-11-01,11250.0,776.0
2624,14396,2019-04-01,11250.0,776.0
2625,14396,2019-08-01,11250.0,776.0
2626,14398,2015-02-01,3600.0,461.0
2627,14398,2016-01-01,3600.0,461.0
2628,14398,2016-12-01,3600.0,461.0
2629,14398,2017-08-01,3600.0,461.0
2630,14398,2017-12-01,16533.0,2116.0
2631,14398,2018-06-01,3600.0,461.0
2632,14398,2018-08-01,16500.0,2079.0
2633,14398,2018-10-01,3600.0,461.0
2634,14398,2019-04-01,3600.0,461.0
2635,14398,2019-07-01,16731.0,2108.0
2636,14399,2015-04-01,2723.0,348.0
2637,14399,2015-06-01,3042.0,389.0
2638,14399,2015-10-01,5693.0,729.0
2639,14399,2016-04-01,3218.0,412.0
2640,14399,2016-08-01,5940.0,760.0
2641,14399,2016-09-01,3218.0,412.0
2642,14399,2016-11-01,3159.0,404.0
2643,14399,2017-07-01,2475.0,317.0
2644,14399,2017-08-01,3218.0,412.0
2645,14399,2017-11-01,2984.0,382.0
2646,14399,2018-03-01,6260.0,801.0
2647,14399,2018-04-01,2475.0,317.0
2648,14399,2018-11-01,3218.0,412.0
2649,14399,2019-02-01,2984.0,382.0
2650,14399,2019-03-01,2376.0,304.0
2651,14399,2019-05-01,3218.0,412.0
2652,14399,2019-09-01,2376.0,304.0
2653,14399,2019-10-01,3042.0,389.0
2654,14401,2016-12-01,495.0,63.0
2655,14402,2018-01-01,1155.0,118.0
2656,14402,2018-06-01,1008.0,103.0
2657,14402,2018-12-01,1155.0,118.0
2658,14402,2019-04-01,1155.0,118.0
2659,14402,2019-09-01,1050.0,108.0
2660,14405,2015-04-01,1337.0,506.0
2661,14405,2015-09-01,1166.0,547.0
2662,14405,2017-02-01,535.0,251.0
2663,14405,2018-01-01,437.0,205.0
2664,14405,2018-07-01,486.0,228.0
2665,14405,2018-09-01,518.0,398.0
2666,14405,2019-01-01,583.0,292.0
2667,14405,2019-10-01,1871.0,773.0
2668,14410,2015-10-01,3298.0,412.0
2669,14410,2016-06-01,1614.0,202.0
2670,14410,2017-01-01,1464.0,183.0
2671,14410,2017-04-01,902.0,113.0
2672,14410,2017-09-01,754.0,94.0
2673,14410,2018-03-01,869.0,109.0
2674,14410,2018-05-01,1066.0,143.0
2675,14410,2018-06-01,1793.0,233.0
2676,14410,2019-03-01,1801.0,253.0
2677,14410,2019-04-01,1494.0,194.0
2678,14410,2019-05-01,902.0,113.0
2679,14410,2019-08-01,2145.0,319.0
2680,14410,2019-09-01,902.0,121.0
2681,14412,2016-11-01,216.0,93.0
2682,14412,2018-03-01,954.0,437.0
2683,14414,2016-02-01,480.0,252.0
2684,14421,2015-04-01,14857.0,2148.0
2685,14421,2015-07-01,1638.0,205.0
2686,14426,2015-02-01,4212.0,779.0
2687,14426,2015-03-01,1463.0,271.0
2688,14431,2015-02-01,3432.0,1133.0
2689,14431,2015-05-01,13530.0,3007.0
2690,14431,2015-07-01,13266.0,2949.0
2691,14431,2016-03-01,13200.0,2934.0
2692,14431,2016-09-01,3234.0,719.0
2693,14431,2017-03-01,6798.0,1511.0
2694,14431,2017-12-01,6600.0,1467.0
2695,14431,2018-06-01,6600.0,1467.0
2696,14431,2019-06-01,6798.0,1511.0
2697,14436,2015-10-01,810.0,101.0
2698,14441,2015-09-01,1393.0,597.0
2699,14441,2017-11-01,547.0,225.0
2700,14447,2015-11-01,396.0,133.0
2701,14448,2015-07-01,423.0,169.0
2702,14448,2015-11-01,1606.0,707.0
2703,14448,2016-04-01,1355.0,442.0
2704,14448,2016-09-01,1407.0,458.0
2705,14448,2016-12-01,318.0,229.0
2706,14458,2015-03-01,51645.0,17109.0
2707,14458,2016-07-01,57983.0,18554.0
2708,14458,2016-11-01,7200.0,2304.0
2709,14458,2017-01-01,27304.0,8737.0
2710,14458,2017-03-01,45191.0,14461.0
2711,14458,2017-05-01,45506.0,14562.0
2712,14458,2017-08-01,35190.0,11261.0
2713,14470,2015-03-01,368.0,384.0
2714,14470,2015-06-01,1102.0,1151.0
2715,14470,2015-12-01,666.0,695.0
2716,14470,2016-04-01,754.0,788.0
2717,14470,2016-12-01,906.0,946.0
2718,14482,2015-08-01,4109.0,604.0
2719,14503,2015-02-01,37422.0,3929.0
2720,14503,2015-03-01,38403.0,5799.0
2721,14503,2015-06-01,37103.0,5528.0
2722,14503,2015-07-01,37645.0,3953.0
2723,14503,2015-08-01,38939.0,5802.0
2724,14503,2015-09-01,37422.0,3929.0
2725,14503,2015-11-01,37422.0,3929.0
2726,14503,2016-02-01,37719.0,3828.0
2727,14503,2016-03-01,38480.0,5733.0
2728,14503,2016-05-01,75456.0,9487.0
2729,14503,2016-07-01,75672.0,9421.0
2730,14503,2016-10-01,37422.0,3798.0
2731,14503,2016-11-01,38556.0,5668.0
2732,14503,2017-01-01,75755.0,9443.0
2733,14503,2017-04-01,37645.0,3821.0
2734,14503,2017-05-01,38480.0,5656.0
2735,14503,2017-07-01,37274.0,3783.0
2736,14503,2017-08-01,38480.0,5656.0
2737,14503,2017-11-01,41580.0,4220.0
2738,14503,2018-01-01,38862.0,5713.0
2739,14503,2018-02-01,37348.0,3791.0
2740,14503,2018-04-01,75672.0,9421.0
2741,14503,2018-07-01,75443.0,9387.0
2742,14503,2018-09-01,37199.0,3776.0
2743,14503,2018-10-01,38556.0,5668.0
2744,14503,2019-01-01,37422.0,3798.0
2745,14503,2019-02-01,39015.0,5735.0
2746,14503,2019-04-01,38016.0,3859.0
2747,14503,2019-05-01,38250.0,5623.0
2748,14503,2019-06-01,76138.0,8513.0
2749,14503,2019-10-01,37125.0,3638.0
2750,14504,2019-04-01,7938.0,1028.0
2751,14504,2019-05-01,1188.0,119.0
2752,14504,2019-07-01,7857.0,746.0
2753,14504,2019-08-01,756.0,310.0
2754,14504,2019-10-01,5670.0,512.0
2755,14505,2015-02-01,42119.0,14089.0
2756,14505,2015-06-01,38700.0,12945.0
2757,14505,2015-07-01,6666.0,1100.0
2758,14505,2015-10-01,38958.0,13031.0
2759,14505,2016-01-01,22640.0,7573.0
2760,14505,2016-02-01,6864.0,1133.0
2761,14505,2016-03-01,38894.0,12621.0
2762,14505,2016-06-01,65016.0,21098.0
2763,14505,2016-08-01,63815.0,19634.0
2764,14505,2016-09-01,3677.0,1193.0
2765,14505,2017-03-01,6732.0,1111.0
2766,14505,2017-10-01,6732.0,1064.0
2767,14505,2018-03-01,6732.0,1064.0
2768,14505,2018-05-01,19800.0,1307.0
2769,14505,2018-09-01,8052.0,1272.0
2770,14505,2018-10-01,19932.0,1316.0
2771,14505,2019-02-01,86376.0,16278.0
2772,14505,2019-05-01,52181.0,13348.0
2773,14505,2019-07-01,32444.0,8299.0
2774,14505,2019-08-01,40986.0,9656.0
2775,14505,2019-10-01,52574.0,9628.0
2776,14516,2017-12-01,3137.0,630.0
2777,14523,2015-08-01,3276.0,377.0
2778,14523,2016-09-01,3276.0,377.0
2779,14523,2018-08-01,3276.0,377.0
2780,14524,2015-03-01,2462.0,283.0
2781,14524,2016-09-01,1447.0,166.0
2782,14524,2017-05-01,1577.0,181.0
2783,14524,2018-03-01,2527.0,291.0
2784,14524,2018-10-01,1598.0,184.0
2785,14525,2015-11-01,990.0,310.0
2786,14525,2017-05-01,990.0,310.0
2787,14525,2019-03-01,1007.0,338.0
2788,14527,2015-05-01,1813.0,779.0
2789,14527,2015-11-01,1847.0,794.0
2790,14527,2017-09-01,1847.0,794.0
2791,14530,2018-04-01,1650.0,248.0
2792,14530,2019-08-01,330.0,46.0
2793,14530,2019-09-01,756.0,106.0
2794,14534,2015-10-01,3420.0,351.0
2795,14534,2016-12-01,5184.0,713.0
2796,14534,2017-04-01,5414.0,744.0
2797,14534,2017-09-01,9455.0,1300.0
2798,14534,2017-10-01,9455.0,1300.0
2799,14534,2017-11-01,3625.0,372.0
2800,14534,2017-12-01,9455.0,1300.0
2801,14534,2018-01-01,9356.0,1286.0
2802,14536,2015-11-01,480.0,60.0
2803,14536,2016-11-01,1089.0,123.0
2804,14536,2018-03-01,297.0,33.0
2805,14536,2018-08-01,216.0,24.0
2806,14536,2018-11-01,363.0,41.0
2807,14554,2016-03-01,12118.0,1797.0
2808,14556,2015-10-01,3562.0,527.0
2809,14569,2016-07-01,2025.0,208.0
2810,14569,2017-10-01,1836.0,188.0
2811,14569,2018-05-01,1980.0,203.0
2812,14569,2018-11-01,1944.0,199.0
2813,14569,2019-10-01,1800.0,185.0
2814,14586,2017-12-01,594.0,61.0
2815,14586,2018-01-01,1188.0,194.0
2816,14586,2018-06-01,1139.0,186.0
2817,14586,2018-08-01,1188.0,194.0
2818,14586,2019-02-01,3168.0,516.0
2819,14587,2016-09-01,1361.0,230.0
2820,14587,2017-09-01,3645.0,538.0
2821,14587,2018-09-01,1361.0,230.0
2822,14587,2019-04-01,3767.0,495.0
2823,14587,2019-07-01,1361.0,222.0
2824,14589,2017-09-01,1650.0,247.0
2825,14589,2019-01-01,6534.0,977.0
2826,14606,2017-01-01,15836.0,2225.0
2827,14606,2017-03-01,12150.0,1980.0
2828,14606,2017-04-01,12960.0,1944.0
2829,14606,2017-09-01,9720.0,1448.0
2830,14606,2018-02-01,729.0,160.0
2831,14606,2018-03-01,12393.0,2726.0
2832,14606,2018-04-01,370.0,80.0
2833,14606,2018-05-01,12191.0,1987.0
2834,14606,2018-07-01,12150.0,1810.0
2835,14606,2018-10-01,12798.0,2095.0
2836,14606,2018-11-01,26081.0,5196.0
2837,14606,2019-03-01,12434.0,2027.0
2838,14606,2019-05-01,20372.0,3610.0
2839,14606,2019-08-01,20736.0,3685.0
2840,14606,2019-10-01,790.0,380.0
2841,14623,2019-07-01,675.0,81.0
2842,14654,2016-03-01,3625.0,372.0
2843,14654,2016-08-01,6840.0,701.0
2844,14654,2017-06-01,6977.0,715.0
2845,14654,2019-07-01,6840.0,701.0
2846,14724,2015-09-01,13954.0,1430.0
2847,14724,2016-01-01,13885.0,1423.0
2848,14724,2016-06-01,13954.0,1430.0
2849,14724,2016-11-01,13885.0,1423.0
2850,14724,2017-04-01,13885.0,1423.0
2851,14724,2017-08-01,13885.0,1423.0
2852,14724,2017-11-01,13885.0,1423.0
2853,14724,2018-03-01,13885.0,1423.0
2854,14724,2018-09-01,20862.0,2138.0
2855,14724,2018-12-01,20725.0,2124.0
2856,14724,2019-01-01,13954.0,1430.0
2857,14724,2019-05-01,20862.0,2138.0
2858,14733,2016-07-01,1485.0,186.0
2859,14751,2018-05-01,2932.0,301.0
2860,14767,2015-07-01,3825.0,478.0
2861,14767,2016-08-01,3825.0,478.0
2862,14767,2017-07-01,990.0,124.0
2863,14767,2017-08-01,3022.0,378.0
2864,14767,2018-01-01,990.0,124.0
2865,14767,2018-11-01,4131.0,516.0
2866,14767,2019-06-01,4169.0,521.0
2867,14794,2015-08-01,67.0,0.0
2868,14814,2019-01-01,1360.0,480.0
2869,14814,2019-06-01,114.0,38.0
2870,14814,2019-08-01,4974.0,803.0
2871,14814,2019-09-01,13860.0,2177.0
2872,14827,2016-05-01,196.0,157.0
2873,14827,2017-10-01,133.0,111.0
2874,14827,2018-01-01,143.0,120.0
2875,14827,2019-07-01,184.0,162.0
2876,14829,2018-08-01,24.0,0.0
2877,14836,2015-06-01,378.0,203.0
2878,14836,2015-07-01,828.0,236.0
2879,14836,2015-09-01,336.0,96.0
2880,14840,2015-11-01,2340.0,199.0
2881,14860,2015-10-01,1947.0,620.0
2882,14860,2016-03-01,1914.0,610.0
2883,14860,2017-07-01,1749.0,557.0
2884,14862,2015-05-01,956.0,678.0
2885,14862,2015-09-01,1638.0,524.0
2886,14862,2015-11-01,1617.0,1148.0
2887,14862,2016-04-01,1575.0,504.0
2888,14862,2016-09-01,1575.0,504.0
2889,14862,2016-12-01,756.0,302.0
2890,14862,2017-01-01,2583.0,1834.0
2891,14862,2017-02-01,788.0,315.0
2892,14862,2017-04-01,2394.0,1700.0
2893,14866,2015-07-01,3618.0,651.0
2894,14866,2017-01-01,1750.0,875.0
2895,14877,2015-11-01,648.0,259.0
2896,14877,2016-02-01,624.0,250.0
2897,14877,2016-04-01,672.0,269.0
2898,14877,2017-02-01,1488.0,595.0
2899,14877,2017-03-01,672.0,269.0
2900,14877,2017-05-01,1896.0,758.0
2901,14877,2017-06-01,3456.0,1382.0
2902,14877,2017-08-01,1656.0,662.0
2903,14878,2017-02-01,832.0,418.0
2904,14887,2018-01-01,30.0,0.0
2905,14889,2017-02-01,660.0,108.0
2906,14919,2015-12-01,1683.0,252.0
2907,14919,2016-07-01,990.0,150.0
2908,14935,2015-12-01,22424.0,3670.0
2909,14935,2016-05-01,22424.0,3670.0
2910,14935,2016-07-01,22349.0,3643.0
2911,14935,2016-12-01,22424.0,3655.0
2912,14935,2017-04-01,22349.0,3643.0
2913,14935,2017-08-01,22275.0,3631.0
2914,14935,2017-11-01,22201.0,3623.0
2915,14935,2018-02-01,22424.0,3659.0
2916,14935,2018-06-01,22424.0,3655.0
2917,14948,2017-11-01,2750.0,409.0
2918,14948,2018-03-01,2805.0,417.0
2919,14948,2018-04-01,2805.0,417.0
2920,14948,2018-10-01,2750.0,409.0
2921,14948,2019-03-01,2750.0,409.0
2922,14948,2019-07-01,2750.0,409.0
2923,15003,2015-07-01,8349.0,1261.0
2924,15003,2016-04-01,12012.0,1694.0
2925,15003,2016-10-01,2184.0,322.0
2926,15003,2017-01-01,8112.0,1197.0
2927,15025,2015-08-01,4299.0,521.0
2928,15025,2016-02-01,2550.0,377.0
2929,15025,2016-09-01,475.0,32.0
2930,15025,2016-11-01,2550.0,377.0
2931,15025,2017-02-01,3825.0,508.0
2932,15025,2017-03-01,2310.0,176.0
2933,15025,2019-09-01,4022.0,530.0
2934,15054,2016-12-01,1980.0,309.0
2935,15054,2017-11-01,3132.0,489.0
2936,15054,2018-03-01,3114.0,477.0
2937,15065,2016-07-01,347.0,32.0
2938,15065,2018-01-01,330.0,34.0
2939,15120,2015-08-01,1815.0,280.0
2940,15120,2015-12-01,1683.0,554.0
2941,15160,2018-01-01,1140.0,186.0
2942,15194,2016-06-01,660.0,86.0
2943,15194,2018-07-01,248.0,32.0
2944,15222,2016-03-01,360.0,137.0
2945,15222,2017-04-01,396.0,150.0
2946,15222,2017-05-01,768.0,246.0
2947,15222,2017-12-01,396.0,174.0
2948,15222,2018-05-01,1110.0,400.0
2949,15222,2019-02-01,1131.0,362.0
2950,15240,2015-02-01,17771.0,2276.0
2951,15240,2015-03-01,24225.0,7481.0
2952,15240,2015-04-01,39832.0,8726.0
2953,15240,2015-05-01,11609.0,2185.0
2954,15240,2015-06-01,22124.0,2714.0
2955,15240,2015-07-01,4559.0,547.0
2956,15240,2015-08-01,8343.0,1168.0
2957,15240,2015-09-01,9306.0,1844.0
2958,15240,2015-10-01,12501.0,1678.0
2959,15240,2015-11-01,29867.0,9154.0
2960,15240,2015-12-01,10653.0,1491.0
2961,15240,2016-01-01,38844.0,5052.0
2962,15240,2016-02-01,10560.0,1465.0
2963,15240,2016-03-01,12384.0,1869.0
2964,15240,2016-04-01,9451.0,1204.0
2965,15240,2016-05-01,29747.0,5189.0
2966,15240,2016-06-01,21072.0,3817.0
2967,15240,2016-07-01,19370.0,5012.0
2968,15240,2016-08-01,27798.0,4297.0
2969,15240,2016-09-01,21917.0,3122.0
2970,15240,2016-11-01,26897.0,3641.0
2971,15240,2017-01-01,16740.0,3404.0
2972,15240,2017-02-01,88105.0,11769.0
2973,15240,2017-03-01,43500.0,7655.0
2974,15240,2017-04-01,31428.0,4135.0
2975,15240,2017-05-01,2291.0,370.0
2976,15240,2017-06-01,19767.0,2666.0
2977,15240,2017-07-01,7259.0,747.0
2978,15240,2017-08-01,14099.0,5059.0
2979,15240,2017-09-01,26627.0,8683.0
2980,15240,2017-10-01,1815.0,289.0
2981,15240,2017-11-01,17358.0,3060.0
2982,15240,2017-12-01,5148.0,695.0
2983,15240,2018-01-01,9576.0,1293.0
2984,15240,2018-02-01,22203.0,3011.0
2985,15240,2018-03-01,22425.0,6367.0
2986,15240,2018-04-01,4950.0,668.0
2987,15240,2018-06-01,75564.0,11856.0
2988,15240,2018-07-01,35913.0,5161.0
2989,15240,2018-09-01,69336.0,13734.0
2990,15240,2018-10-01,2676.0,356.0
2991,15240,2018-11-01,107.0,0.0
2992,15240,2018-12-01,17637.0,2359.0
2993,15240,2019-01-01,5218.0,766.0
2994,15240,2019-02-01,825.0,500.0
2995,15240,2019-03-01,29856.0,7465.0
2996,15240,2019-04-01,35280.0,4573.0
2997,15240,2019-05-01,12111.0,1356.0
2998,15240,2019-06-01,3840.0,1382.0
2999,15240,2019-08-01,21546.0,2919.0
3000,15240,2019-10-01,11241.0,4044.0
3001,15258,2015-06-01,292.0,24.0
3002,15280,2015-02-01,825.0,314.0
3003,15280,2015-07-01,3762.0,308.0
3004,15280,2015-12-01,4720.0,387.0
3005,15280,2016-01-01,3694.0,303.0
3006,15280,2016-02-01,2673.0,219.0
3007,15280,2016-03-01,2462.0,202.0
3008,15280,2016-09-01,3420.0,260.0
3009,15280,2016-12-01,8756.0,665.0
3010,15280,2017-03-01,3420.0,260.0
3011,15280,2017-08-01,2723.0,207.0
3012,15280,2018-11-01,3278.0,249.0
3013,15280,2019-02-01,2673.0,203.0
3014,15280,2019-06-01,2673.0,203.0
3015,15284,2018-05-01,12148.0,838.0
3016,15289,2015-02-01,3669.0,525.0
3017,15289,2015-03-01,9983.0,1370.0
3018,15289,2015-08-01,2046.0,210.0
3019,15289,2015-09-01,1815.0,336.0
3020,15289,2015-10-01,20208.0,2852.0
3021,15289,2015-11-01,21696.0,2989.0
3022,15289,2015-12-01,8168.0,1184.0
3023,15289,2016-01-01,1848.0,189.0
3024,15289,2016-03-01,3696.0,379.0
3025,15289,2016-06-01,7871.0,1141.0
3026,15289,2016-08-01,18060.0,2619.0
3027,15289,2016-10-01,3762.0,386.0
3028,15289,2016-12-01,1848.0,189.0
3029,15289,2018-04-01,6.0,0.0
3030,15289,2019-05-01,1848.0,189.0
3031,15295,2015-03-01,4978.0,524.0
3032,15295,2015-10-01,1018.0,187.0
3033,15304,2015-02-01,19751.0,2024.0
3034,15304,2015-03-01,2475.0,309.0
3035,15304,2015-06-01,10114.0,1340.0
3036,15304,2015-07-01,2772.0,284.0
3037,15304,2015-09-01,30756.0,3984.0
3038,15304,2015-10-01,5825.0,597.0
3039,15304,2015-11-01,1638.0,168.0
3040,15304,2015-12-01,6480.0,664.0
3041,15304,2016-02-01,5330.0,946.0
3042,15304,2016-03-01,2723.0,340.0
3043,15304,2016-04-01,4950.0,507.0
3044,15304,2016-05-01,1931.0,198.0
3045,15304,2016-06-01,7920.0,812.0
3046,15304,2016-07-01,5408.0,1140.0
3047,15304,2016-09-01,29266.0,3033.0
3048,15304,2016-10-01,8955.0,918.0
3049,15304,2016-11-01,3465.0,433.0
3050,15304,2016-12-01,3218.0,330.0
3051,15304,2017-01-01,5074.0,992.0
3052,15304,2017-02-01,2772.0,284.0
3053,15304,2018-02-01,9068.0,929.0
3054,15304,2018-10-01,4455.0,457.0
3055,15304,2019-02-01,1733.0,518.0
3056,15339,2016-03-01,16984.0,2513.0
3057,15339,2016-08-01,3069.0,457.0
3058,15339,2016-10-01,14355.0,1990.0
3059,15339,2016-12-01,16990.0,2317.0
3060,15339,2017-03-01,17028.0,2520.0
3061,15339,2017-06-01,17743.0,2639.0
3062,15339,2017-10-01,13750.0,2044.0
3063,15339,2017-12-01,3020.0,450.0
3064,15339,2018-02-01,13750.0,2044.0
3065,15339,2018-03-01,3069.0,457.0
3066,15339,2018-05-01,13860.0,2010.0
3067,15339,2018-06-01,3168.0,472.0
3068,15339,2018-07-01,13860.0,2060.0
3069,15339,2018-11-01,16979.0,2525.0
3070,15339,2019-02-01,3119.0,465.0
3071,15339,2019-03-01,13860.0,2060.0
3072,15339,2019-06-01,17028.0,2532.0
3073,15339,2019-09-01,14025.0,2085.0
3074,15353,2015-12-01,3256.0,599.0
3075,15353,2016-10-01,6.0,0.0
3076,15353,2017-04-01,3256.0,599.0
3077,15452,2016-02-01,4683.0,1050.0
3078,15452,2017-05-01,2254.0,511.0
3079,15452,2017-06-01,1105.0,251.0
3080,15452,2017-07-01,1105.0,251.0
3081,15465,2015-09-01,39036.0,4001.0
3082,15485,2015-12-01,1584.0,523.0
3083,15492,2015-03-01,39214.0,4019.0
3084,15499,2015-02-01,6831.0,731.0
3085,15499,2015-08-01,814.0,150.0
3086,15508,2015-06-01,504.0,54.0
3087,15513,2015-03-01,3564.0,446.0
3088,15515,2018-08-01,8.0,0.0
3089,15531,2016-01-01,4182.0,424.0
3090,15531,2016-03-01,3713.0,381.0
3091,15531,2017-03-01,9900.0,1022.0
3092,15531,2017-06-01,6089.0,396.0
3093,15531,2017-09-01,6118.0,466.0
3094,15531,2018-01-01,6237.0,468.0
3095,15531,2018-04-01,6311.0,480.0
3096,15531,2018-11-01,6311.0,480.0
3097,15531,2018-12-01,4125.0,615.0
3098,15583,2016-05-01,990.0,124.0
3099,15603,2015-03-01,617.0,644.0
3100,15603,2015-06-01,646.0,675.0
3101,15603,2015-09-01,643.0,672.0
3102,15603,2015-11-01,593.0,619.0
3103,15603,2016-02-01,608.0,635.0
3104,15603,2016-04-01,614.0,641.0
3105,15603,2016-07-01,652.0,681.0
3106,15603,2016-09-01,713.0,744.0
3107,15603,2016-12-01,682.0,712.0
3108,15603,2017-04-01,646.0,675.0
3109,15603,2017-08-01,617.0,644.0
3110,15603,2017-12-01,457.0,493.0
3111,15603,2018-02-01,445.0,464.0
3112,15603,2018-03-01,296.0,310.0
3113,15603,2018-06-01,145.0,152.0
3114,15603,2018-07-01,163.0,170.0
3115,15603,2018-08-01,471.0,526.0
3116,15603,2018-11-01,465.0,520.0
3117,15603,2018-12-01,308.0,306.0
3118,15603,2019-02-01,593.0,662.0
3119,15603,2019-06-01,296.0,331.0
3120,15603,2019-09-01,296.0,331.0
3121,15603,2019-10-01,445.0,496.0
3122,15609,2018-04-01,648.0,259.0
3123,15609,2018-09-01,1512.0,647.0
3124,15740,2016-01-01,2268.0,243.0
3125,15740,2016-08-01,18329.0,1879.0
3126,15740,2016-09-01,2624.0,285.0
3127,15740,2017-05-01,2268.0,249.0
3128,15763,2016-01-01,673.0,99.0
3129,15763,2019-01-01,114.0,14.0
3130,15789,2017-10-01,1920.0,504.0
3131,15789,2018-02-01,900.0,236.0
3132,15789,2018-07-01,660.0,173.0
3133,15789,2018-10-01,1620.0,425.0
3134,15789,2018-11-01,3060.0,803.0
3135,15789,2019-03-01,1404.0,418.0
3136,15789,2019-08-01,3060.0,803.0
3137,15815,2015-08-01,29779.0,2442.0
3138,15815,2015-09-01,2592.0,423.0
3139,15815,2015-11-01,18376.0,1507.0
3140,15815,2016-03-01,8900.0,1430.0
3141,15815,2016-04-01,710.0,270.0
3142,15815,2016-06-01,330.0,54.0
3143,15815,2016-07-01,6665.0,825.0
3144,15815,2016-08-01,330.0,54.0
3145,15815,2016-09-01,3519.0,361.0
3146,15815,2016-10-01,1713.0,225.0
3147,15815,2016-11-01,4065.0,496.0
3148,15815,2017-01-01,3672.0,376.0
3149,15815,2017-02-01,1980.0,260.0
3150,15815,2017-03-01,12579.0,1126.0
3151,15815,2017-04-01,5736.0,980.0
3152,15815,2017-05-01,76839.0,7598.0
3153,15815,2017-06-01,3630.0,497.0
3154,15815,2017-07-01,3698.0,379.0
3155,15815,2017-08-01,3698.0,379.0
3156,15815,2017-09-01,564.0,92.0
3157,15815,2017-10-01,765.0,295.0
3158,15815,2017-11-01,3111.0,402.0
3159,15815,2017-12-01,8747.0,1243.0
3160,15815,2018-01-01,8129.0,1258.0
3161,15815,2018-02-01,7184.0,1554.0
3162,15815,2018-03-01,1070.0,354.0
3163,15815,2018-04-01,3567.0,783.0
3164,15815,2018-05-01,12189.0,1249.0
3165,15815,2018-06-01,2178.0,292.0
3166,15815,2018-07-01,2691.0,676.0
3167,15815,2018-08-01,24856.0,2779.0
3168,15815,2018-09-01,581.0,95.0
3169,15815,2018-10-01,4045.0,967.0
3170,15815,2018-11-01,12863.0,1474.0
3171,15815,2018-12-01,2576.0,420.0
3172,15815,2019-01-01,4335.0,881.0
3173,15815,2019-02-01,3190.0,827.0
3174,15815,2019-04-01,10442.0,1143.0
3175,15815,2019-06-01,23938.0,2454.0
3176,15815,2019-07-01,1349.0,577.0
3177,15815,2019-08-01,8495.0,1354.0
3178,15815,2019-09-01,10787.0,1832.0
3179,15815,2019-10-01,1010.0,337.0
3180,15874,2016-04-01,16808.0,1723.0
3181,15874,2017-09-01,8404.0,861.0
3182,15886,2016-03-01,29865.0,4168.0
3183,15886,2017-11-01,23133.0,3007.0
3184,15886,2019-01-01,37356.0,5083.0
3185,15909,2016-05-01,13954.0,1430.0
3186,15909,2018-05-01,12417.0,1273.0
3187,15909,2019-04-01,12125.0,1243.0
3188,15910,2015-07-01,1815.0,186.0
3189,15910,2016-02-01,1683.0,173.0
3190,15910,2017-04-01,1815.0,186.0
3191,15910,2018-02-01,1815.0,186.0
3192,15910,2019-08-01,1815.0,186.0
3193,15961,2016-04-01,2420.0,351.0
3194,16137,2015-12-01,1782.0,962.0
3195,16137,2016-06-01,1980.0,1069.0
3196,16137,2017-02-01,1914.0,1034.0
3197,16137,2017-03-01,1848.0,702.0
3198,16137,2017-04-01,1782.0,962.0
3199,16189,2015-12-01,8415.0,1469.0
3200,16189,2016-04-01,8580.0,1369.0
3201,16189,2017-01-01,9438.0,1506.0
3202,16189,2017-06-01,8910.0,1359.0
3203,16189,2017-11-01,9075.0,1343.0
3204,16189,2018-02-01,9273.0,1372.0
3205,16189,2018-06-01,8976.0,1328.0
3206,16189,2019-03-01,10032.0,1485.0
3207,16189,2019-09-01,9900.0,1465.0
3208,16190,2015-07-01,12012.0,2042.0
3209,16190,2016-04-01,6552.0,1016.0
3210,16190,2016-12-01,4290.0,665.0
